timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-29T18:46:12,piccolo,b9a698e0-7369-4d86-bc90-d2eba6d68f1a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.8723951609863434,1.421226749718291e-06,4.947880323089878e-07,1.8944445120000002,0.0,10.0,2.3019070783709026e-06,0.0,1.2149090905505647e-05,1.4450997983876549e-05,0.0,Brazil,BRA,ceará,,,Linux-6.17.0-35-generic-x86_64-with-glibc2.39,3.12.3,3.2.8,4,Intel(R) Core(TM) i3-10110U CPU @ 2.10GHz,0,,-39.0159,-4.9702,11.428024291992188,machine,0.0,0,74.2,8.483642578125,N,1.0,0.0
