timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-30T13:21:43,piccolo,b7fc3a08-5b68-41c1-837a-1de411d0a352,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.850873692999812,1.2774380112103576e-06,4.4808649865725277e-07,0.800824368,0.0,10.0,8.924042931946322e-07,0.0,1.2096553400000528e-05,1.298895769319516e-05,0.0,Brazil,BRA,ceará,,,Linux-6.17.0-35-generic-x86_64-with-glibc2.39,3.12.3,3.2.8,4,Intel(R) Core(TM) i3-10110U CPU @ 2.10GHz,0,,-39.247,-7.1467,11.428020477294922,machine,0.0,0,62.2,7.111064910888672,N,1.0,0.0
